SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;Facharzt-zeitschriften;Current DEAL Cost Contribution (2023);APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
12076;Letters in Spatial and Resource Sciences;Springer;Economics;https://springer.com/12076;1864-4031;1864-404X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12079;Journal of Cell Communication and Signaling;Springer;Life Sciences;https://springer.com/12079;1873-9601;1873-961X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12080;Theoretical Ecology;Springer;Life Sciences;https://springer.com/12080;1874-1738;1874-1746;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12083;Peer-to-Peer Networking and Applications;Springer;Engineering;https://springer.com/12083;1936-6442;1936-6450;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12088;Indian Journal of Microbiology;Springer;Life Sciences;https://springer.com/12088;0046-8991;0973-7715;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12094;Clinical and Translational Oncology;Springer;Medicine & Public Health;https://springer.com/12094;1699-048X;1699-3055;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12095;Cryptography and Communications;Springer;Computer Science;https://springer.com/12095;1936-2447;1936-2455;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12098;Indian Journal of Pediatrics;Springer;Medicine & Public Health;https://springer.com/12098;0019-5456;0973-7693;Open Choice;;;;;CC BY;standard (Oasis);Title Change;2021;Springer has the exclusive right and license to electronically publish and distribute the SpringerLink Edition, and to distribute the International Print Edition outside of India. Title change, former title: The Indian Journal of Pediatrics;;2022-11-25
12103;American Journal of Criminal Justice;Springer;Criminology and Criminal Justice;https://springer.com/12103;1066-2316;1936-1351;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
12104;Biomolecular NMR Assignments;Springer;Engineering;https://springer.com/12104;1874-2718;1874-270X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12105;Head and Neck Pathology;Springer;Medicine & Public Health;https://springer.com/12105;;1936-0568;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12108;The American Sociologist;Springer;Social Sciences;https://springer.com/12108;0003-1232;1936-4784;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12109;Publishing Research Quarterly;Springer;Social Sciences;https://springer.com/12109;1053-8801;1936-4792;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12110;Human Nature;Springer;Social Sciences;https://springer.com/12110;1045-6767;1936-4776;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12111;Journal of African American Studies;Springer;Social Sciences;https://springer.com/12111;1559-1646;1936-4741;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12115;Society;Springer;Social Sciences;https://springer.com/12115;0147-2011;1936-4725;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12116;Studies in Comparative International Development;Springer;Social Sciences;https://springer.com/12116;0039-3606;1936-6167;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12117;Trends in Organized Crime;Springer;Criminology and Criminal Justice;https://springer.com/12117;1084-4791;1936-4830;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12119;Sexuality & Culture;Springer;Social Sciences;https://springer.com/12119;1095-5143;1936-4822;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12122;Journal of Labor Research;Springer;Social Sciences;https://springer.com/12122;0195-3613;1936-4768;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12124;Integrative Psychological and Behavioral Science;Springer;Psychology;https://springer.com/12124;1932-4502;1936-3567;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12126;Ageing International;Springer;Social Sciences;https://springer.com/12126;0163-5158;1936-606X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12132;Urban Forum;Springer;Social Sciences;https://springer.com/12132;1015-3802;1874-6330;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12134;Journal of International Migration and Integration;Springer;Social Sciences;https://springer.com/12134;1488-3473;1874-6365;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12136;Acta Analytica;Springer;Philosophy;https://springer.com/12136;0353-5150;1874-6349;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12138;International Journal of the Classical Tradition;Springer;Cultural and Media Studies;https://springer.com/12138;1073-0508;1874-6292;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12140;East Asia;Springer;Political Science and International Relations;https://springer.com/12140;1096-6838;1874-6284;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12142;Human Rights Review;Springer;Philosophy;https://springer.com/12142;1524-8879;1874-6306;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12144;Current Psychology;Springer Nature;Psychology;https://springer.com/12144;1046-1310;1936-4733;Open Choice;;;;;CC BY;standard (Oasis);Change of Imprint, Change of Hybrid Specific Workflow;2020;"Former imprint: Springer; journal cluster updated";;2022-01-03
12145;Earth Science Informatics;Springer;Earth Sciences;https://springer.com/12145;1865-0473;1865-0481;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12147;Gender Issues;Springer;Social Sciences;https://springer.com/12147;1098-092X;1936-4717;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12149;Annals of Nuclear Medicine;Springer;Medicine & Public Health;https://springer.com/12149;0914-7187;1864-6433;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12152;Neuroethics;Springer;Philosophy;https://springer.com/12152;1874-5490;1874-5504;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12155;BioEnergy Research;Springer;Life Sciences;https://springer.com/12155;1939-1234;1939-1242;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12161;Food Analytical Methods;Springer;Chemistry;https://springer.com/12161;1936-9751;1936-976X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12170;Current Cardiovascular Risk Reports;Springer;Medicine & Public Health;https://springer.com/12170;1932-9520;1932-9563;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12176;Controlling & Management Review;Springer Gabler;Business and Management;https://springer.com/12176;2195-8262;2195-8270;Subscription-only;;;;;;;;;Journal Title updated;;
12178;Current Reviews in Musculoskeletal Medicine;Springer;Medicine & Public Health;https://springer.com/12178;;1935-9748;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12181;Die Kardiologie;SpringerMedizin;Medicine & Public Health;https://springer.com/12181;2731-7129;2731-7137;Open Choice;yes;;;;CC BY;standard (Oasis);Title Change, ISSN Change;2022;Title change. Prior to Volume 16 published as Der Kardiologe.;;2022-11-02
12185;International Journal of Hematology;Springer;Medicine & Public Health;https://springer.com/12185;0925-5710;1865-3774;Open Choice;;;;;CC BY;standard (Oasis);Change of Publishing Model;2022;Publishing model changing from Subscription to Open Choice as of 2022.;;2022-11-02
12186;Vocations and Learning;Springer;Education;https://springer.com/12186;1874-785X;1874-7868;Fully Open Access;;1752,00;n/a;yes;CC BY;;Change of Publishing Model;2023;Publishing Model changing from Open Choice to Fully Open Access as of 2023.;;2023-01-05
12187;Child Indicators Research;Springer;Social Sciences;https://springer.com/12187;1874-897X;1874-8988;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12188;Abhandlungen aus dem Mathematischen Seminar der Universit�t Hamburg;Springer;Mathematics;https://springer.com/12188;0025-5858;1865-8784;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12190;Journal of Applied Mathematics and Computing;Springer;Mathematics;https://springer.com/12190;1598-5865;1865-2085;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12192;Cell Stress and Chaperones;Springer;Biomedicine;https://springer.com/12192;1355-8145;1466-1268;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
12193;Journal on Multimodal User Interfaces;Springer;Computer Science;https://springer.com/12193;1783-7677;1783-8738;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12194;Radiological Engineering and Technology;Springer;Medicine & Public Health;https://springer.com/12194;1865-0333;1865-0341;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12195;Cellular and Molecular Bioengineering;Springer;Engineering;https://springer.com/12195;1865-5025;1865-5033;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12197;Journal of Economics and Finance;Springer;Economics;https://springer.com/12197;1055-0925;1938-9744;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12198;Journal of Transportation Security;Springer;Business and Management;https://springer.com/12198;1938-7741;1938-775X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12201;Nanobiotechnology Reports;Pleiades Publishing;Materials Science;https://springer.com/12201;2635-1676;2635-1684;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Title change. Prior to Volume 15 (2020) published as Nanotechnologies in Russia. Russian Library of Science.;;2022-01-03
12202;Lobachevskii Journal of Mathematics;Pleiades Publishing;Mathematics;https://springer.com/12202;1995-0802;1818-9962;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
12204;Journal of Shanghai Jiaotong University (Science);Shanghai Jiaotong University Press, co-published with Springer;Engineering;https://springer.com/12204;1007-1172;1995-8188;Open Choice;;;;;CC BY;non-standard;;;;;2022-01-03
12205;KSCE Journal of Civil Engineering;Korean Society of Civil Engineers, co-published with Springer;Engineering;https://springer.com/12205;1226-7988;1976-3808;Subscription-only;;;;;;;;;;;
12206;Journal of Mechanical Science and Technology;Korean Society of Mechanical Engineers, co-published with Springer;Engineering;https://springer.com/12206;1738-494X;1976-3824;Subscription-only;;;;;;;;;;;
12207;Psychological Injury and Law;Springer;Psychology;https://springer.com/12207;1938-971X;1938-9728;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12208;International Review on Public and Nonprofit Marketing;Springer;Business and Management;https://springer.com/12208;1865-1984;1865-1992;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12209;Transactions of Tianjin University;Springer;Engineering;https://springer.com/12209;1006-4982;1995-8196;Open Choice;;;;;CC BY;standard (Oasis);Change of Imprint;2021;Former imprint: Tianjin University, co-published with Springer;;2022-01-03
12210;Rendiconti Lincei. Scienze Fisiche e Naturali;Springer;Environment;https://springer.com/12210;2037-4631;1720-0776;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12212;Inland Water Biology;Pleiades Publishing;Life Sciences;https://springer.com/12212;1995-0829;1995-0837;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
12213;Journal of Micro-Bio Robotics;Springer;Engineering;https://springer.com/12213;2194-6418;2194-6426;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12215;Rendiconti del Circolo Matematico di Palermo Series 2;Springer;Mathematics;https://springer.com/12215;0009-725X;1973-4409;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12217;Microgravity Science and Technology;Springer;Engineering;https://springer.com/12217;0938-0108;1875-0494;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-04-04
12220;The Journal of Geometric Analysis;Springer;Mathematics;https://springer.com/12220;1050-6926;1559-002X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12221;Fibers and Polymers;The Korean Fiber Society, co-published with Springer;Chemistry;https://springer.com/12221;1229-9197;1875-0052;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2023;;;2023-04-06
12223;Folia Microbiologica;Springer;Life Sciences;https://springer.com/12223;0015-5632;1874-9356;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
12224;Folia Geobotanica;Springer;Life Sciences;https://springer.com/12224;1211-9520;1874-9348;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12225;Kew Bulletin;Springer;Life Sciences;https://springer.com/12225;0075-5974;1874-933X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12228;Brittonia;Springer;Life Sciences;https://springer.com/12228;0007-196X;1938-436X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
12229;The Botanical Review;Springer;Life Sciences;https://springer.com/12229;0006-8101;1874-9372;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12230;American Journal of Potato Research;Springer;Life Sciences;https://springer.com/12230;1099-209X;1874-9380;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
