Status;Revenue Model;Ownership;Society;EUR APC;License Type Offered;General Subject Category
P-Current publication;OO;N-Society Owned;Institute of Navigation (ION);;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;European Association of Geoscientists and Engineers;;CC-BY to all;Earth, Space & Environmental Sciences
R-To be sold/Transfrd;OO;J-Joint Owned;Blackwell & International Association of Conflict Management;;CC-BY to all;Law & Criminology
P-Current publication;OO;N-Society Owned;President and Fellows of Harvard College;;CC-BY to all;Law & Criminology
P-Current publication;OO;N-Society Owned;Asian Pacific Society of Nephrology;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;J-Joint Owned;Wiley & Societas Neurologica Japonica (Japanese Society of Neurology);;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;International Neuromodulation Society;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Japanese Society of Neuropathology;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;British Neuropathological Society;;CC-BY to all;Medicine
P-Current publication;OA;N-Society Owned;The Japanese Society of Neuropsychopharmacology;2093;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Provincial Council of the English Province of the Order of Preachers;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;American Evaluation Association & Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;SUBS;N-Society Owned;Editor;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;New Phytologist Trust;;CC-BY to all;Life Sciences
P-Current publication;OO;J-Joint Owned;Blackwell/Brian Towers;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;New Zealand Geographical Society;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Nordic Society Oikos;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;American Fisheries Society;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;American Fisheries Society;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;British Association of Critical Care Nurses;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Wiley;1600;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Dietitians Association of Australia;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;British Nutrition Foundation;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;American Society for Parentera and Enteral Nutrition;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;The Obesity Society;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;� World Obesity Federation;;CC-BY mandate only;Medicine
P-Current publication;OA;J-Joint Owned;"Wiley; World Obesity Federations; The Obesity Society";2039;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Oceania Publications;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Nordic Society OIKOS;;CC-BY to all;Life Sciences
P-Current publication;SUBS;O-Proprietary Owned;Blackwell;;CTA;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Blackwell;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Organization of the Petroleum Exporting Countries;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;N-Society Owned;American Water Works Association;;CTA;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;College of Optometrists;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Japanese Stomatological Society;;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;J-Joint Owned;Blackwell & British Association of Oral Surgeons;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OA;J-Joint Owned;Tianjin Hospital and John Wiley & Sons Australia, Ltd;1860;CC-BY to all;Medicine
P-Current publication;OO;J-Joint Owned;Blackwell/University of Oxford;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;Wiley and Hong Kong Economic Association;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Center for International Studies Inha University;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;Wiley and University of Southern California;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Wiley;1835;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;World Institute of Pain;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Palaeontological Association;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;American Geophysical Union;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;The Palaeontological Association;;CC-BY mandate only;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Regional Science Association International;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Parlimentary History Yearbook Trust;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;J-Joint Owned;Wiley & Japanese Society of Pathology;;CC-BY to all;Medicine
P-Current publication;OO;J-Joint Owned;Wiley & Peace History Society;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;J-Joint Owned;Wiley and European Academy of Allergy and Clinical Immunology;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OA;N-Society Owned;Futang Research Center of Pediatric Development;1835;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;� World Obesity Federation;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Japan Pediatric Society;;CC-BY mandate only;Medicine
P-Current publication;OA;N-Society Owned;British Ecological Society;1835;CC-BY only;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;International Society for Performance Improvement;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Society for Performance Improvement;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;International Association for Relationship Research;;CC-BY mandate only;Psychology
P-Current publication;OO;N-Society Owned;Nottingham Healthcare NHS Foundation Trust;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OA;N-Society Owned;American Geophysical Union;TBD;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;The Guttmacher Institute;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Society of Chemical Industry;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OA;J-Joint Owned;Wiley / British Pharmacological Society / American Society for Pharmacology and Experimental Therapeutics;1825;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Pharmacotherapy Publications, Inc.;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Philosophy and Phenomenological Research LLC;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;American Society for Photobiology;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Japanese Society of Phycology (JSPH);;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;VHCA;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Scandinavian Society for Plant Physiology;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Royal Entomological Society;;CC-BY to all;Life Sciences
P-Current publication;OA;N-Society Owned;American Physiological Society and The Physiological Society;1205;CC-BY only;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;German Botanical Society;;CC-BY to all;Life Sciences
P-Current publication;OA;J-Joint Owned;Blackwell/Society for Experimental Biology;2600;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OA;J-Joint Owned;Wiley & American Society of Plant Biologists and Society for Experimental Biology;1984;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;British Society for Plant Pathology;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Society for the Study of Species Biology;;CC-BY to all;Life Sciences
P-Current publication;OA;J-Joint Owned;John Wiley & Sons Ltd, New Phytologist Trust;1777;CC-BY only;Life Sciences
P-Current publication;OA;N-Society Owned;New Phytologist Trust;2200;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;SUBS;N-Society Owned;Society of Plastics Engineers;;CTA;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;American Academy of Physical Medicine and Rehabilitation;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;American Anthropological Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Policy Studies Organization (PSO);;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Policy Studies Organization;;CC-BY to all;Social & Behavioral Sciences
