Status;Revenue Model;Ownership;Owned By;EUR APC;License Type Offered;General Subject Category
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Chemistry
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;European Sleep Research Society;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;British Small Animal Veterinary Association;;CC-BY for all;Veterinary Medicine
P-Current publication;HOA;N-Society Owned;Society for the Psychological Study of Social Issues;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Computer Science  & Information Technology
P-Current publication;OA;O-Proprietary Owned;Hindawi;1301;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Oil Chemists' Society;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;OA;J-Joint Owned;Wiley and Global Initiative of Crop Microbiome and Sustainable Agriculture;1800;CC-BY only;Life Sciences
P-Current publication;OA;N-Society Owned;International Union of Crystallography;2350;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Botanical Society of China;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;N-Society Owned;Agricultural & Applied Economics Association;2250;CC-BY only;Social Sciences & Humanities
P-Current publication;HOA;N-Society Owned;American Ceramic Society (ACerS);;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;American College of Emergency Physicians;1900;CC-BY exceptions;Medicine
P-Current publication;HOA;N-Society Owned;American Geriatrics Society;;CC-BY by mandate only;Medicine
P-Current publication;OA;N-Society Owned;American Heart Association;3000;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;American Oil Chemists' Society;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;American Water Resources Association;;CC-BY exceptions;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Association for Information Science and Technology;;CC-BY for all;Computer Science  & Information Technology
P-Current publication;HOA;J-Joint Owned;Wiley-VCH, Chemical Society located in Taipei;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;European Academy of Dermatology and Venereology;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;Society for the Experimental Analysis of Behavior;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Humanities
P-Current publication;OA;N-Society Owned;International AIDS Society;2400;CC-BY only;Medicine
P-Current publication;HOA;N-Society Owned;London Mathematical Society;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;Peripheral Nerve Society;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Royal Anthropological Institute;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Society of Chemical Industry;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;Society for Information Display;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;World Aquaculture Society;1900;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;803;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Mathematics & Statistics
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;1995;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;London Mathematical Society;;CC-BY for all;Mathematics & Statistics
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;International Society for Traumatic Stress Studies;;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;1301;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;American Institute of Ultrasound in Medicine;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;International Association for Vegetation Science;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Veterinary Emergency and Critical Care Society;;CC-BY for all;Veterinary Medicine
P-Current publication;OA;N-Society Owned;American College of Veterinary Internal Medicine;1800;CC-BY for all;Veterinary Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Veterinary Medicine
P-Current publication;HOA;N-Society Owned;Society of Plastics Engineers;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;1886;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Zoological Society of London;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Society of Chemical Industry;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;National Council of Juvenile and Family Court Judges;;CC-BY for all;Law & Criminology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;J-Joint Owned;Fondazione Giacomo Brodolini and John Wiley & Sons Ltd;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Language Learning Research Club;;CC-BY for all;Humanities
P-Current publication;OA;N-Society Owned;The Triological Society;2090;CC-BY exceptions;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;Policy Studies Organization;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell/University of Denver;;CC-BY for all;Law & Criminology
R-To be sold/Transfrd;HOA;N-Society Owned;Law and Society Association;;CC-BY for all;Law & Criminology
P-Current publication;HOA;N-Society Owned;University of Pittsburgh;;CC-BY only;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Association of Learned and Professional Society Publishers;;CC-BY for all;Computer Science  & Information Technology
R-To be sold/Transfrd;HOA;N-Society Owned;Division for Learning Disabilities of the Council for Exceptional Children;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;University of Michigan;2060;CC-BY for all;Physical Sciences & Engineering
P-Current publication;SUBS;N-Society Owned;GDCh  Gesellschaft Deutscher Chemiker;;CTA;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Washington University in St. Louis;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley;2640;CC-BY only;Agriculture, Aquaculture & Food Science
P-Current publication;OA;O-Proprietary Owned;Wiley;2370;CC-BY only;Medicine
P-Current publication;HOA;N-Society Owned;Association for the Sciences of Limnology and Oceanography;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Association for the Sciences of Limnology and Oceanography;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;Association for the Sciences of Limnology and Oceanography;2560;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Association for the Sciences of Limnology and Oceanography;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Oil Chemists' Society;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;United Kingdom Literacy Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;OA;O-Proprietary Owned;Wiley;2750;CC-BY only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell Publishing Asia Pty Ltd;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Wiley-VCH;2550;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;International Society for Magnetic Resonance in Medicine;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Higher Education Press Limited Company;Currently Waived;CC-BY only;Health Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell & The Mammal Society;;CC-BY for all;Life Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;American Fisheries Society;1900;CC-BY only;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Society for Marine Mammalogy;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;672;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Blackwell;2990;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;OA;O-Proprietary Owned;Hindawi;2211;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;University College London;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Mathematics & Statistics
P-Current publication;OA;J-Joint Owned;Wiley & Sichuan International Medical Exchange & Promotion Association;3050;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Sichuan HuiSu Technology Co. Ltd.;Currently Waived;CC-BY only;Health Sciences
P-Current publication;OA;N-Society Owned;Sichuan HuiSu Technology Co. Ltd.;Currently Waived;CC-BY only;Health Sciences
P-Current publication;OA;N-Society Owned;Sichuan HuiSu Technology Co Ltd;Currently Waived;CC-BY only;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;2211;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Royal Entomological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;American Anthropological Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Wiley and The Association for the Study of Medical Education;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Australian Medical Publishing Company;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;American Association of Physicists in Medicine (AAPM);;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;OA;N-Society Owned;Tsinghua University Press;Currently Waived;CC-BY for all;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley;2025;CC-BY only;Social Sciences & Humanities
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Nursing, Dentistry & Healthcare
Accepting Submissions;OA;O-Proprietary Owned;Wiley;TBD;TBD;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Metaphilosophy LLC and Blackwell Publishing Ltd;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;The Meteoritical Society;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;Royal Meteorological Society;2310;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;British Ecological Society;2950;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;The Institution of Engineering and Technology;2000;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;J-Joint Owned;Blackwell & Society for Applied Microbiology;2530;CC-BY Only;Life Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell & Japanese Societies for Bacteriology/Virology/Host-Defence Research;;CC-BY for all;Life Sciences
