SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschrift;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
13181;Journal of Medical Toxicology;Springer;Biomedicine;https://link.springer.com/journal/13181;;1937-6995;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13187;Journal of Cancer Education;Springer;Biomedicine;https://link.springer.com/journal/13187;0885-8195;1543-0154;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13188;Inorganic Materials: Applied Research;Pleiades Publishing;Chemistry;https://link.springer.com/journal/13188;2075-1133;2075-115X;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13193;Indian Journal of Surgical Oncology;Springer;Medicine & Public Health;https://link.springer.com/journal/13193;0975-7651;0976-6952;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13194;European Journal for Philosophy of Science;Springer;Philosophy;https://link.springer.com/journal/13194;1879-4912;1879-4920;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13195;Alzheimer's Research and Therapy;BioMed Central;Biomedicine;https://link.springer.com/journal/13195;;1758-9193;Fully Open Access;August 2020;n/a;2570;20;CC BY + CC0;n/a;;;;;
13196;Journal of the Indian Academy of Wood Science;Springer;Life Sciences;https://link.springer.com/journal/13196;0972-172X;0976-8432;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13197;Journal of Food Science and Technology;Springer;Chemistry;https://link.springer.com/journal/13197;0022-1155;0975-8402;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13198;International Journal of Systems Assurance Engineering and Management;Springer;Engineering;https://link.springer.com/journal/13198;0975-6809;0976-4348;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13199;Symbiosis;Springer;Life Sciences;https://link.springer.com/journal/13199;0334-5114;1878-7665;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13204;Applied Nanoscience;Springer;Materials Science;https://link.springer.com/journal/13204;2190-5509;2190-5517;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13205;3 Biotech;Springer;Chemistry;https://link.springer.com/journal/13205;;2190-5738;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13206;BioChip Journal;The Korean BioChip Society (KBCS), co-published with Springer;Chemistry;https://link.springer.com/journal/13206;1976-0280;2092-7843;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13213;Annals of Microbiology;BioMed Central;Life Sciences;https://link.springer.com/journal/13213;;1869-2044;Fully Open Access;August 2020;n/a;1570;20;CC BY;n/a;Change of Publishing Model;2020;Changes from Hybrid (Open Choice) to Fully Open Access;;
13218;KI - K�nstliche Intelligenz;Springer;Computer Science;https://link.springer.com/journal/13218;0933-1875;1610-1987;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;APC updated;;2019-11-14
13222;Datenbank-Spektrum;Springer;Computer Science;https://link.springer.com/journal/13222;1618-2162;1610-1995;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13223;Allergy, Asthma and Clinical Immunology;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/13223;;1710-1492;Fully Open Access;August 2020;n/a;1990;20;CC BY + CC0;n/a;;;;;
13224;The Journal of Obstetrics and Gynecology of India;Springer;Medicine & Public Health;https://link.springer.com/journal/13224;0971-9202;0975-6434;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;Hybrid Specific Workflow updated;;2019-11-19
13225;Fungal Diversity;Springer;Life Sciences;https://link.springer.com/journal/13225;1560-2745;1878-9129;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13226;Indian Journal of Pure and Applied Mathematics;Indian National Science Academy, co-published with Springer;Mathematics;https://link.springer.com/journal/13226;0019-5588;0975-7465;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13227;EvoDevo;BioMed Central;Life Sciences;https://link.springer.com/journal/13227;;2041-9139;Fully Open Access;August 2020;n/a;1870;20;CC BY + CC0;n/a;;;;;
13229;Molecular Autism;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/13229;;2040-2392;Fully Open Access;August 2020;n/a;2570;20;CC BY + CC0;n/a;;;;;
13233;Macromolecular Research;The Polymer Society of Korea, co-published with Springer;Chemistry;https://link.springer.com/journal/13233;1598-5032;2092-7673;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13235;Dynamic Games and Applications;Birkh�user;Mathematics;https://link.springer.com/journal/13235;2153-0785;2153-0793;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13237;The Nucleus :: An International Journal of Cytology and Allied Topics;Springer;Life Sciences;https://link.springer.com/journal/13237;0029-568X;0976-7975;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13239;Cardiovascular Engineering and Technology;Springer;Engineering;https://link.springer.com/journal/13239;;1869-4098;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13243;Journal of Remanufacturing;Springer;Engineering;https://link.springer.com/journal/13243;2210-464X;2210-4690;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13244;Insights into Imaging;Springer;Medicine & Public Health;https://link.springer.com/journal/13244;;1869-4101;Fully Open Access;August 2020;n/a;1745;20;CC BY;n/a;;;;;
13246;Australasian Physical and Engineering Sciences in Medicine;Springer;Biomedicine;https://link.springer.com/journal/13246;;2662-4737;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13253;Journal of Agricultural, Biological, and Environmental Statistics;Springer;Statistics;https://link.springer.com/journal/13253;1085-7117;1537-2693;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13256;Journal of Medical Case Reports;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/13256;;1752-1947;Fully Open Access;August 2020;n/a;1870;20;CC BY + CC0;n/a;;;;;
13258;Genes and Genomics;The Genetics Society of Korea, co-published with Springer;Life Sciences;https://link.springer.com/journal/13258;;2092-9293;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13272;CEAS Aeronautical Journal;Springer;Engineering;https://link.springer.com/journal/13272;1869-5582;1869-5590;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13273;Molecular and Cellular Toxicology;The Korean Society of Toxicogenomics and Toxicoproteomics, co-published with Springer;Life Sciences;https://link.springer.com/journal/13273;1738-642X;2092-8467;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13278;Social Network Analysis and Mining;Springer;Computer Science;https://link.springer.com/journal/13278;;1869-5469;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13279;Der junge Zahnarzt;SpringerMedizin;Dentistry;https://link.springer.com/journal/13279;1869-5744;1869-5752;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13280;AMBIO :: A Journal of the Human Environment;Springer;Environment;https://link.springer.com/journal/13280;0044-7447;1654-7209;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13287;Stem Cell Research and Therapy;BioMed Central;Life Sciences;https://link.springer.com/journal/13287;;1757-6512;Fully Open Access;August 2020;n/a;2040;20;CC BY + CC0;n/a;;;;;
13291;Jahresbericht der Deutschen Mathematiker-Vereinigung;Springer;Mathematics;https://link.springer.com/journal/13291;0012-0456;1869-7135;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13293;Biology of Sex Differences;BioMed Central;Biomedicine;https://link.springer.com/journal/13293;;2042-6410;Fully Open Access;August 2020;n/a;2290;20;CC BY + CC0;n/a;;;;;
13296;International Journal of Steel Structures;Korean Society of Steel Construction, co-published with Springer;Engineering;https://link.springer.com/journal/13296;1598-2351;2093-6311;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13304;Updates in Surgery;Springer;Medicine & Public Health;https://link.springer.com/journal/13304;;2038-3312;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13311;Neurotherapeutics;Springer;Biomedicine;https://link.springer.com/journal/13311;;1878-7479;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13312;Indian Pediatrics;Springer;Medicine & Public Health;https://link.springer.com/journal/13312;0019-6061;0974-7559;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
13313;Australasian Plant Pathology;Springer;Life Sciences;https://link.springer.com/journal/13313;0815-3191;1448-6032;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13314;Australasian Plant Disease Notes;Springer;Life Sciences;https://link.springer.com/journal/13314;;1833-928X;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13317;Autoimmunity Highlights;BioMed Central;Biomedicine;https://link.springer.com/journal/13317;;2038-3274;Fully Open Access;August 2020;n/a;1480;20;CC BY;n/a;;;;;
13318;European Journal of Drug Metabolism and Pharmacokinetics;Adis;Biomedicine;https://link.springer.com/journal/13318;0378-7966;2107-0180;Open Choice;January 2020;n/a;;n/a;CC BY-NC;yes;;;;;
13321;Journal of Cheminformatics;Springer;Chemistry;https://link.springer.com/journal/13321;;1758-2946;Fully Open Access;August 2020;n/a;1630;20;CC BY + CC0;n/a;;;;;
13324;Analysis and Mathematical Physics;Birkh�user;Mathematics;https://link.springer.com/journal/13324;1664-2368;1664-235X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13326;Journal of Biomedical Semantics;BioMed Central;Mathematics;https://link.springer.com/journal/13326;;2041-1480;Fully Open Access;August 2020;n/a;1060;20;CC BY + CC0;n/a;;;;;
13329;Advances in Gerontology;Pleiades Publishing;Medicine & Public Health;https://link.springer.com/journal/13329;2079-0570;2079-0589;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13330;Arid Ecosystems;Pleiades Publishing;Life Sciences;https://link.springer.com/journal/13330;2079-0961;2079-0988;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13335;Biology Bulletin Reviews;Pleiades Publishing;Life Sciences;https://link.springer.com/journal/13335;2079-0864;2079-0872;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13337;VirusDisease;Springer;Life Sciences;https://link.springer.com/journal/13337;2347-3584;2347-3517;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13340;Diabetology International;Springer;Medicine & Public Health;https://link.springer.com/journal/13340;2190-1678;2190-1686;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13344;China Ocean Engineering;Chinese Ocean Engineering Society, co-published with Springer;Engineering;https://link.springer.com/journal/13344;0890-5487;2191-8945;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13346;Drug Delivery and Translational Research;Springer;Biomedicine;https://link.springer.com/journal/13346;2190-393X;2190-3948;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13347;Philosophy and Technology;Springer;Philosophy;https://link.springer.com/journal/13347;2210-5433;2210-5441;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13348;Collectanea Mathematica;Springer;Mathematics;https://link.springer.com/journal/13348;0010-0757;2038-4815;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13349;Journal of Civil Structural Health Monitoring;Springer;Engineering;https://link.springer.com/journal/13349;;2190-5479;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13351;journal of meteorological research;The Chinese Meteorological Society, co-published with Springer;Earth Sciences;https://link.springer.com/journal/13351;2095-6037;2198-0934;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13353;Journal of Applied Genetics;Springer;Life Sciences;https://link.springer.com/journal/13353;1234-1983;2190-3883;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13355;Applied Entomology and Zoology;Springer;Life Sciences;https://link.springer.com/journal/13355;0003-6862;1347-605X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13358;Swiss Journal of Paleontology;Springer;Earth Sciences;https://link.springer.com/journal/13358;;1664-2384;Fully Open Access;August 2020;n/a;1000;20;CC BY;n/a;Change of Publishing Model, Change of Imprint;2020;Changes from Hybrid (Open Choice) to Fully Open Access, Imprint updated;;2019-11-06
13360;The European Physical Journal Plus;Springer;Physics;https://link.springer.com/journal/13360;;2190-5444;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
13362;Journal of Mathematics in Industry;Springer;Mathematics;https://link.springer.com/journal/13362;;2190-5983;Fully Open Access;August 2020;n/a;1060;20;CC BY;n/a;;;;;
13364;Mammal Research;Springer;Life Sciences;https://link.springer.com/journal/13364;2199-2401;2199-241X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13365;Journal of Neurovirology;Springer;Biomedicine;https://link.springer.com/journal/13365;1355-0284;1538-2443;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13366;Beitrage zur Algebra und Geometrie;Springer;Mathematics;https://link.springer.com/journal/13366;0138-4821;2191-0383;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13367;Korea Australia Rheology Journal;Korean Society of Rheology, Australian Society of Rheology, co-published with Springer;Materials Science;https://link.springer.com/journal/13367;1226-119X;2093-7660;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
13369;The Arabian Journal for Science and Engineering;Springer;Engineering;https://link.springer.com/journal/13369;2193-567X;2191-4281;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13370;Afrika Matematika;Springer;Mathematics;https://link.springer.com/journal/13370;1012-9405;2190-7668;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13384;The Australian Educational Researcher;Springer;Education;https://link.springer.com/journal/13384;0311-6999;2210-5328;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13385;European Actuarial Journal;Springer;Mathematics;https://link.springer.com/journal/13385;2190-9733;2190-9741;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13389;Journal of Cryptographic Engineering;Springer;Computer Science;https://link.springer.com/journal/13389;2190-8508;2190-8516;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13391;Electronic Materials Letters;The Korean Institute of Metals and Materials, co-published with Springer;Materials Science;https://link.springer.com/journal/13391;1738-8090;2093-6788;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13392;Review Journal of Chemistry;Pleiades Publishing;Chemistry;https://link.springer.com/journal/13392;2079-9780;2079-9799;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13393;Regional Research of Russia;Pleiades Publishing;Economics;https://link.springer.com/journal/13393;2079-9705;2079-9713;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
13394;Mathematics Education Research Journal;Springer;Education;https://link.springer.com/journal/13394;1033-2170;2211-050X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13395;Skeletal Muscle;BioMed Central;Life Sciences;https://link.springer.com/journal/13395;;2044-5040;Fully Open Access;August 2020;n/a;1990;20;CC BY + CC0;n/a;;;;;
13398;Revista de la Real Academia de Ciencias Exactas, F�sicas y Naturales / RACSAM :: Serie A, Matem�ticas;Springer;Mathematics;https://link.springer.com/journal/13398;1578-7303;1579-1505;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13399;Biomass Conversion and Biorefinery;Springer;Energy;https://link.springer.com/journal/13399;2190-6815;2190-6823;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13402;Cellular Oncology;Springer;Biomedicine;https://link.springer.com/journal/13402;2211-3428;2211-3436;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13404;Gold Bulletin : the Journal of Gold Science Technology and Applications;Springer;Materials Science;https://link.springer.com/journal/13404;2364-821X;2190-7579;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13408;The Journal of Mathematical Neuroscience;Springer;Mathematics;https://link.springer.com/journal/13408;;2190-8567;Fully Open Access;August 2020;n/a;1390;20;CC BY;n/a;;;;;
13410;International Journal of Diabetes in Developing Countries;Springer;Medicine & Public Health;https://link.springer.com/journal/13410;0973-3930;1998-3832;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13412;Journal of Environmental Studies and Sciences;Springer;Environment;https://link.springer.com/journal/13412;2190-6483;2190-6491;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13414;Attention, Perception and Psychophysics;Springer;Psychology;https://link.springer.com/journal/13414;1943-3921;1943-393X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13415;Cognitive, Affective, and Behavioral Neuroscience;Springer;Psychology;https://link.springer.com/journal/13415;1530-7026;1531-135X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13420;Learning and Behavior;Springer;Psychology;https://link.springer.com/journal/13420;1543-4494;1543-4508;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13421;Memory and Cognition;Springer;Psychology;https://link.springer.com/journal/13421;0090-502X;1532-5946;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13423;Psychonomic Bulletin and Review;Springer;Psychology;https://link.springer.com/journal/13423;1069-9384;1531-5320;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13428;Behavior Research Methods;Springer;Psychology;https://link.springer.com/journal/13428;;1554-3528;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13437;WMU Journal of Maritime Affairs;Springer;Law;https://link.springer.com/journal/13437;1651-436X;1654-1642;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13520;Asian Journal of Business Ethics;Springer;Philosophy;https://link.springer.com/journal/13520;2210-6723;2210-6731;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13524;Demography;Springer;Social Sciences;https://link.springer.com/journal/13524;0070-3370;1533-7790;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
13530;Toxicology and Environmental Health Sciences;Korean Society of Environmental Risk Assessment and Health Science, co-published with Springer;Biomedicine;https://link.springer.com/journal/13530;2005-9752;2233-7784;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
